camera_id,handcounted,handcount,test_case,visually_recheck,setDate,flipDate,days,fID,repl,treat,NstartF,NstartM,box,ccoord,rcoord,deadF,deadM,cens,carriedF,carriedM,X__1,X__2,lower_thresh,area_linear,predicted_count_linear,egg_count
IMG_1994.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S3D7_a,a,HS,21,6,5,5,1,0,1,0,0,0,NA,NA,46,82683,628.8076226680708,628.8076226680708
IMG_1996.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S61D182_a,a,HS,17,6,6,6,1,0,0,0,0,0,NA,NA,46,104572,795.2743697936155,795.2743697936155
IMG_1997.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S55D163_a,a,HS,16,6,6,3,7,0,0,0,0,0,NA,NA,46,72865,554.1413280324732,554.1413280324732
IMG_1999.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-15T00:00:00Z,10,S11D33_a,a,HS,23,6,5,5,10,0,0,0,0,0,NA,NA,46,76337,580.5460311262597,580.5460311262597
IMG_2001.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-15T00:00:00Z,15,S23D69_a,a,HS,19,6,2,2,9,0,0,0,0,0,NA,NA,46,116081,882.8007891214921,882.8007891214921
IMG_2002.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S55D164_a,a,HS,18,6,6,6,7,0,0,0,0,0,NA,NA,46,59630,453.4886075698398,453.4886075698398
IMG_2003.JPG,yes,673,yes,NA,2016-02-26T00:00:00Z,2016-03-15T00:00:00Z,18,S17D49_a,a,HS,24,6,2,2,1,0,0,0,0,0,NA,NA,46,64944,493.90179657916616,673
IMG_2005.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S59D176_a,a,HS,17,6,6,6,5,0,0,0,0,0,NA,NA,46,60716,461.7476823278617,461.7476823278617
IMG_2006.JPG,NA,NA,NA,NA,2016-03-11T00:00:00Z,2016-03-15T00:00:00Z,4,S41D121_b,b,HS,15,6,1,4,10,0,0,0,0,0,labeled s40d121b,NA,46,96673,735.2021492470086,735.2021492470086
IMG_2008.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S49D145_a,a,HS,21,6,5,2,2,0,0,0,0,0,labeled s48d145a,NA,46,35620,270.8915680301475,270.8915680301475
IMG_2009.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S1D2_a,a,HS,17,6,2,2,7,0,0,0,0,0,NA,NA,46,57728,439.02381918148103,439.02381918148103
IMG_2013.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-15T00:00:00Z,10,S23D68_a,a,HS,22,6,1,1,10,1,0,0,0,0,NA,NA,46,77146,586.698509468101,586.698509468101
IMG_2014.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S5D15_a,a,HS,24,6,2,2,4,0,0,0,0,0,NA,NA,46,128649,978.3809470946222,978.3809470946222
IMG_2015.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-15T00:00:00Z,13,S19D55_b,b,HS,17,6,1,1,5,0,0,0,0,0,NA,NA,46,84791,644.8390495464412,644.8390495464412
IMG_2016.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S25D75_a,a,HS,15,6,1,7,8,0,0,0,0,0,NA,NA,46,94298,717.1401763645943,717.1401763645943
IMG_2017.JPG,yes,633,yes,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S17D51_a,a,HS,18,6,1,10,4,0,0,0,0,0,no rep id,NA,46,133227,1013.1968257707035,633
IMG_2019.JPG,NA,NA,NA,NA,2016-03-11T00:00:00Z,2016-03-15T00:00:00Z,4,S13D37_a,a,HS,24,6,1,7,10,1,0,0,0,0,NA,NA,46,69232,526.5122133032895,526.5122133032895
IMG_2021.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-15T00:00:00Z,10,S1D1_a,a,HS,15,6,1,10,7,0,0,0,0,0,NA,NA,46,69129,525.7288940582837,525.7288940582837
IMG_2022.JPG,NA,NA,NA,NA,2016-02-26T00:00:00Z,2016-03-15T00:00:00Z,18,S5D13_a,a,HS,24,6,1,10,1,0,2,0,0,0,NA,NA,46,87282,663.7832072096387,663.7832072096387
