camera_id,img_size
IMG_2805.JPG,3384
IMG_2806.JPG,3324
IMG_2807.JPG,3440
IMG_2808.JPG,3404
IMG_2809.JPG,3384
IMG_2810.JPG,3440
IMG_2811.JPG,3360
IMG_2812.JPG,3380
IMG_2813.JPG,3400
IMG_2814.JPG,3328
IMG_2815.JPG,3272
IMG_2816.JPG,3352
IMG_2817.JPG,3320
IMG_2818.JPG,3272
IMG_2819.JPG,3328
IMG_2820.JPG,3256
IMG_2821.JPG,3296
IMG_2822.JPG,3368
IMG_2823.JPG,3328
IMG_2824.JPG,3312
IMG_2825.JPG,3352
IMG_2826.JPG,3336
IMG_2827.JPG,3280
IMG_2828.JPG,3296
IMG_2829.JPG,3320
IMG_2830.JPG,3280
IMG_2831.JPG,3272
IMG_2832.JPG,3296
IMG_2833.JPG,3248
IMG_2834.JPG,3296
IMG_2835.JPG,3352
IMG_2836.JPG,3372
IMG_2837.JPG,3304
IMG_2838.JPG,3296
IMG_2839.JPG,3368
IMG_2840.JPG,3328
IMG_2841.JPG,3208
IMG_2842.JPG,3280
IMG_2843.JPG,3272
IMG_2844.JPG,3224
IMG_2845.JPG,3288
IMG_2846.JPG,3232
IMG_2847.JPG,3224
IMG_2848.JPG,3232
IMG_2850.JPG,3280
IMG_2851.JPG,3200
IMG_2852.JPG,3296
IMG_2853.JPG,3280
IMG_2854.JPG,3272
IMG_2855.JPG,3264
IMG_2856.JPG,3288
IMG_2857.JPG,2792
IMG_2858.JPG,2808
IMG_2859.JPG,2800
IMG_2860.JPG,2800
IMG_2861.JPG,2784
IMG_2862.JPG,2752
IMG_2863.JPG,2784
IMG_2864.JPG,2800
IMG_2865.JPG,2760
IMG_2866.JPG,2736
IMG_2868.JPG,2760
IMG_2869.JPG,2776
IMG_2870.JPG,2728
IMG_2871.JPG,2768
IMG_2872.JPG,2824
IMG_2873.JPG,2792
IMG_2874.JPG,2784
IMG_2875.JPG,2624
IMG_2876.JPG,2584
IMG_2877.JPG,2792
IMG_2878.JPG,2760
IMG_2879.JPG,2768
IMG_2880.JPG,2776
IMG_2881.JPG,2816
IMG_2883.JPG,2720
IMG_2884.JPG,2800
IMG_2885.JPG,2800
IMG_2886.JPG,2760
IMG_2887.JPG,2816
IMG_2888.JPG,2704
IMG_2889.JPG,2800
IMG_2890.JPG,2776
IMG_2891.JPG,2744
IMG_2892.JPG,2744
IMG_2893.JPG,2744
IMG_2894.JPG,2784
IMG_2895.JPG,2664
IMG_2896.JPG,2760
IMG_2897.JPG,2776
IMG_2898.JPG,2943
IMG_2899.JPG,2954
IMG_2900.JPG,3002
IMG_2901.JPG,3003
IMG_2902.JPG,2997
IMG_2903.JPG,3020
IMG_2904.JPG,2954
IMG_2906.JPG,2968
IMG_2907.JPG,2952
IMG_2908.JPG,2960
IMG_2909.JPG,2976
IMG_2911.JPG,2968
IMG_2912.JPG,2992
IMG_2913.JPG,3e3
IMG_2914.JPG,3024
IMG_2915.JPG,2976
IMG_2916.JPG,3008
IMG_2917.JPG,3e3
IMG_2918.JPG,2992
IMG_2919.JPG,3016
IMG_2920.JPG,2808
IMG_2921.JPG,3016
IMG_2922.JPG,2976
IMG_2923.JPG,2992
IMG_2924.JPG,2912
IMG_2925.JPG,2912
IMG_2926.JPG,2984
IMG_2927.JPG,2928
IMG_2928.JPG,3008
IMG_2929.JPG,3e3
IMG_2930.JPG,2848
IMG_2931.JPG,2944
IMG_2932.JPG,2904
IMG_2933.JPG,2992
IMG_2934.JPG,3008
IMG_2935.JPG,2992
IMG_2936.JPG,2980
IMG_2937.JPG,3004
IMG_2938.JPG,2552
IMG_2939.JPG,2608
IMG_2940.JPG,2487
IMG_2941.JPG,2535
IMG_2942.JPG,2668
IMG_2943.JPG,2580
IMG_2944.JPG,2648
IMG_2945.JPG,2584
IMG_2946.JPG,2632
IMG_2947.JPG,2696
IMG_2948.JPG,2616
IMG_2949.JPG,2608
IMG_2950.JPG,2624
IMG_2951.JPG,2568
IMG_2952.JPG,2632
IMG_2953.JPG,2512
IMG_2954.JPG,2544
IMG_2955.JPG,2608
IMG_2956.JPG,2416
IMG_2957.JPG,2672
IMG_2958.JPG,2616
IMG_2959.JPG,2664
IMG_2960.JPG,2640
IMG_2961.JPG,2720
IMG_2962.JPG,2520
IMG_2963.JPG,2656
IMG_2964.JPG,2608
IMG_2965.JPG,2632
IMG_2967.JPG,2624
IMG_2968.JPG,2656
IMG_2969.JPG,2600
IMG_2970.JPG,2616
IMG_2971.JPG,2464
IMG_2972.JPG,2973
IMG_2973.JPG,3005
IMG_2974.JPG,3053
IMG_2975.JPG,2957
IMG_2976.JPG,3021
IMG_2977.JPG,2942
IMG_2985.JPG,2793
IMG_2986.JPG,2662
IMG_2987.JPG,2658
IMG_2988.JPG,2843
IMG_2989.JPG,2735
IMG_2990.JPG,2694
IMG_2991.JPG,2806
IMG_2992.JPG,2687
IMG_2993.JPG,2743
IMG_2994.JPG,2774
IMG_2995.JPG,2743
IMG_2996.JPG,2734
IMG_2997.JPG,2766
IMG_2998.JPG,2711
IMG_2999.JPG,2784
IMG_3000.JPG,2824
IMG_3001.JPG,2768
IMG_3002.JPG,2832
IMG_3003.JPG,2816
IMG_3004.JPG,2752
IMG_3005.JPG,2752
IMG_3006.JPG,2712
IMG_3007.JPG,2800
IMG_3008.JPG,2760
IMG_3009.JPG,2688
IMG_3010.JPG,2840
IMG_3011.JPG,2792
IMG_3012.JPG,2744
IMG_3013.JPG,2792
IMG_3014.JPG,2784
IMG_3015.JPG,2712
IMG_3016.JPG,2728
IMG_3017.JPG,2720
IMG_3018.JPG,2736
IMG_3019.JPG,2760
IMG_3020.JPG,2728
IMG_3021.JPG,2720
IMG_3022.JPG,2688
IMG_3023.JPG,2728
IMG_3024.JPG,2800
IMG_3028.JPG,2584
IMG_3029.JPG,2584
IMG_3030.JPG,2696
IMG_3031.JPG,2656
IMG_3032.JPG,2608
IMG_3033.JPG,2592
