camera_id,setDate,flipDate,days,id,fID,repl,treat,NstartF,NstartM,deadF,deadM,cens,carriedF,carriedM,egg_count,NewAge,lifespan_age,age,sireid,damid,n_females,eggs_per_female
IMG_5193.JPG,2016-03-21,2016-05-17,57,S13D37_b_HS,S13D37_b,b,HS,23,6,0,0,0,0,0,109.17797166313294,59,56,56,S13,D37,4,27.294492915783234
IMG_5585.JPG,2016-03-21,2016-05-24,64,S13D37_b_HS,S13D37_b,b,HS,23,6,0,0,0,0,0,3.118066897595744,66,63,63,S13,D37,3,1.0393556325319147
IMG_2752.JPG,2016-03-28,2016-04-05,8,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,910.9622567356307,10,7,7,S13,D37,24,37.95676069731795
IMG_3117.JPG,2016-03-28,2016-04-12,15,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,1345.3622108592135,17,14,14,S13,D37,24,56.05675878580056
IMG_3886.JPG,2016-03-28,2016-04-19,22,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,1387.2583829052012,24,21,21,S13,D37,23,60.31558186544353
IMG_3609.JPG,2016-03-28,2016-04-26,29,S13D37_b_LY,S13D37_b,b,LY,24,6,1,1,0,0,0,1846.0172840360988,31,28,28,S13,D37,22,83.9098765470954
IMG_4189.JPG,2016-03-28,2016-05-03,36,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,362.6235751491714,38,35,35,S13,D37,20,18.13117875745857
IMG_4856.JPG,2016-03-28,2016-05-10,43,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,244.87472203825698,45,42,42,S13,D37,19,12.88814326517142
IMG_5240.JPG,2016-03-28,2016-05-17,50,S13D37_b_LY,S13D37_b,b,LY,24,6,1,0,0,0,0,89.96003251624404,52,49,49,S13,D37,19,4.734738553486529
IMG_5529.JPG,2016-03-28,2016-05-24,57,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,142.01653962366566,59,56,56,S13,D37,17,8.353914095509746
IMG_5608.JPG,2016-03-28,2016-05-31,64,S13D37_b_LY,S13D37_b,b,LY,24,6,4,0,0,0,0,19.71987186698967,66,63,63,S13,D37,11,1.7927156242717883
IMG_5700.JPG,2016-03-28,2016-06-07,71,S13D37_b_LY,S13D37_b,b,LY,24,6,0,0,0,0,0,41.27255866646855,73,70,70,S13,D37,2,20.636279333234274
IMG_2836.JPG,2016-03-24,2016-03-29,5,S13D37_b_STD,S13D37_b,b,STD,24,6,0,0,0,0,0,2006.6205443859205,7,4,4,S13,D37,24,83.60918934941336
IMG_2655.JPG,2016-03-24,2016-04-05,12,S13D37_b_STD,S13D37_b,b,STD,24,6,0,0,0,0,0,974.114518973765,14,11,11,S13,D37,24,40.58810495724021
IMG_3388.JPG,2016-03-24,2016-04-12,19,S13D37_b_STD,S13D37_b,b,STD,17,6,0,0,0,0,0,1214.3729809953377,21,18,18,S13,D37,24,50.59887420813907
IMG_4623.JPG,2016-03-24,2016-04-19,26,S13D37_b_STD,S13D37_b,b,STD,24,6,0,0,0,0,0,615.8638425224414,28,25,25,S13,D37,24,25.660993438435057
IMG_3928.JPG,2016-03-24,2016-04-26,33,S13D37_b_STD,S13D37_b,b,STD,24,6,3,2,0,0,0,1017.8815311583102,35,32,32,S13,D37,24,42.41173046492959
IMG_4381.JPG,2016-03-24,2016-05-03,40,S13D37_b_STD,S13D37_b,b,STD,24,6,1,0,0,0,0,222.4474554992086,42,39,39,S13,D37,21,10.59273597615279
IMG_4971.JPG,2016-03-24,2016-05-10,47,S13D37_b_STD,S13D37_b,b,STD,24,6,0,0,0,0,0,90.393519865422,49,46,46,S13,D37,20,4.5196759932710995
IMG_5203.JPG,2016-03-24,2016-05-17,54,S13D37_b_STD,S13D37_b,b,STD,24,6,2,0,0,0,0,60.01898525811125,56,53,53,S13,D37,16,3.751186578631953
IMG_5593.JPG,2016-03-24,2016-05-24,61,S13D37_b_STD,S13D37_b,b,STD,24,6,0,0,0,0,0,43.40197020629003,63,60,60,S13,D37,6,7.233661701048338
IMG_5641.JPG,2016-03-24,2016-05-31,68,S13D37_b_STD,S13D37_b,b,STD,24,6,0,0,0,0,0,73.17570655772256,70,67,67,S13,D37,1,73.17570655772256
