"fID"	"treat"	"camera_id"	"handcounted"	"handcount"	"test_case"	"visually_recheck"	"setDate.x"	"flipDate.x"	"days.x"	"repl.x"	"NstartF.x"	"NstartM.x"	"box.x"	"ccoord.x"	"rcoord.x"	"deadF.x"	"deadM "	"cens.x"	"carriedF.x"	"carriedM.x"	"NA"	"id.x"	"setDate.y"	"flipDate.y"	"days.y"	"repl.y"	"NstartF.y"	"NstartM.y"	"box.y"	"ccoord.y"	"rcoord.y"	"deadF.y"	"deadM"	"cens.y"	"carriedF.y"	"carriedM.y"	"censSex"	"notes"	"flipper"	"time"	"id.y"
"S35D103_a"	"LY"	"IMG_3775.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	23	6	3	4	7	0	0	0	0	0	NA	"S35D103_a_LY"	"3/11/16"	2016-04-12	32	"a"	23	6	3	4	7	0	0	0	0	0	""	""	""	""	"S35D103_a_LY"
"S55D165_b"	"LY"	"IMG_3776.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	22	6	3	4	8	0	0	0	0	0	NA	"S55D165_b_LY"	"3/8/16"	2016-04-12	35	"b"	22	6	3	4	8	0	0	0	0	0	""	""	""	""	"S55D165_b_LY"
"S7D21_b"	"LY"	"IMG_3777.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	21	6	3	7	8	0	0	0	0	0	NA	"S7D21_b_LY"	"3/11/16"	2016-04-12	32	"b"	21	6	3	7	8	0	0	0	0	0	""	""	""	""	"S7D21_b_LY"
"S31D91_a"	"LY"	"IMG_3778.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	18	6	3	7	9	0	0	0	0	0	NA	"S31D91_a_LY"	"3/5/16"	2016-04-12	38	"a"	18	6	3	7	9	0	0	0	0	0	""	""	""	""	"S31D91_a_LY"
"S3D7_b"	"LY"	"IMG_3779.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	18	6	3	7	6	0	0	0	0	0	NA	"S3D7_b_LY"	"3/11/16"	2016-04-12	32	"b"	18	6	3	7	6	0	0	0	0	0	""	""	""	""	"S3D7_b_LY"
"S13D39_a"	"LY"	"IMG_3780.JPG"	"yes"	900	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	3	7	7	0	0	0	0	0	NA	"S13D39_a_LY"	"3/8/16"	2016-04-12	35	"a"	24	6	3	7	7	0	0	0	0	0	""	""	""	""	"S13D39_a_LY"
"S31D92_a"	"HS"	"IMG_3781.JPG"	"yes"	87	NA	NA	2016-03-05	2016-04-12	38	"a"	20	6	3	6	5	0	0	0	0	0	NA	"S31D92_a_HS"	"3/5/16"	2016-04-12	38	"a"	20	6	3	6	5	0	0	0	0	0	""	""	""	""	"S31D92_a_HS"
"S55D165_b"	"HS"	"IMG_3782.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	23	6	3	6	2	0	0	0	0	0	NA	"S55D165_b_HS"	"3/24/16"	2016-04-12	19	"b"	23	6	3	6	2	0	0	0	0	0	""	""	""	""	"S55D165_b_HS"
"S49D146_b"	"HS"	"IMG_3783.JPG"	"yes"	40	NA	NA	2016-03-11	2016-04-12	32	"b"	16	6	3	6	4	0	0	0	0	0	NA	"S49D146_b_HS"	"3/11/16"	2016-04-12	32	"b"	16	6	3	6	4	0	0	0	0	0	""	""	""	""	"S49D146_b_HS"
"S59D177_b"	"HS"	"IMG_3784.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	7	"b"	20	6	3	6	3	0	0	0	0	0	NA	"S59D177_b_HS"	"3/21/16"	2016-04-12	7	"b"	20	6	3	6	3	0	0	0	0	0	""	""	""	""	"S59D177_b_HS"
"S49D145_b"	"HS"	"IMG_3785.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	3	6	1	0	1	0	0	0	NA	"S49D145_b_HS"	"3/15/16"	2016-04-12	28	"b"	24	6	3	6	1	0	1	0	0	0	""	""	""	""	"S49D145_b_HS"
"S57D171_b"	"HS"	"IMG_3786.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	23	6	3	6	6	1	0	0	0	0	NA	"S57D171_b_HS"	"3/8/16"	2016-04-12	35	"b"	23	6	3	6	6	1	0	0	0	0	""	""	""	""	"S57D171_b_HS"
"S31D93_a"	"HS"	"IMG_3787.JPG"	"yes"	209	NA	NA	2016-03-11	2016-04-12	32	"a"	18	6	3	6	7	0	0	0	0	0	NA	"S31D93_a_HS"	"3/11/16"	2016-04-12	32	"a"	18	6	3	6	7	0	0	0	0	0	""	""	""	""	"S31D93_a_HS"
"S57D170_b"	"HS"	"IMG_3788.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	17	6	1	7	1	0	0	0	0	0	NA	"S57D170_b_HS"	"3/24/16"	2016-04-12	19	"b"	17	6	1	7	1	0	0	0	0	0	""	""	""	""	"S57D170_b_HS"
"S49D146_a"	"HS"	"IMG_3789.JPG"	"yes"	5	NA	NA	2016-03-05	2016-04-12	38	"a"	17	6	3	6	8	0	0	0	0	0	NA	"S49D146_a_HS"	"3/5/16"	2016-04-12	38	"a"	17	6	3	6	8	0	0	0	0	0	""	""	""	""	"S49D146_a_HS"
"S49D145_b"	"LY"	"IMG_3950.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	17	6	1	8	10	0	0	0	0	0	NA	"S49D145_b_LY"	"3/11/16"	2016-04-12	32	"b"	17	6	1	2	8	0	0	0	0	0	""	""	""	""	"S49D145_b_LY"
"S23D67_a"	"LY"	"IMG_3951.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	16	6	2	9	7	0	0	0	0	0	NA	"S23D67_a_LY"	"3/8/16"	2016-04-12	35	"a"	16	6	2	9	7	0	0	0	0	0	""	""	""	""	"S23D67_a_LY"
"S1D1_a"	"LY"	"IMG_3952.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	17	6	1	8	10	0	0	0	0	0	NA	"S1D1_a_LY"	"3/2/16"	2016-04-12	41	"a"	17	6	1	8	10	0	0	0	0	0	""	""	""	""	"S1D1_a_LY"
"S41D122_a"	"LY"	"IMG_3953.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"a"	24	6	2	6	4	0	0	0	0	0	NA	"S41D122_a_LY"	"3/24/16"	2016-04-12	19	"a"	24	6	2	6	4	0	0	0	0	0	""	""	""	""	"S41D122_a_LY"
"S33D99_b"	"LY"	"IMG_3954.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	1	2	9	0	0	0	0	0	NA	"S33D99_b_LY"	"3/15/16"	2016-04-12	28	"b"	24	6	1	2	9	0	0	0	0	0	""	""	""	""	"S33D99_b_LY"
"S5D13_a"	"LY"	"IMG_3955.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	9	9	0	0	0	0	0	NA	"S5D13_a_LY"	"3/8/16"	2016-04-12	35	"a"	24	6	2	9	9	0	0	0	0	0	""	""	""	""	"S5D13_a_LY"
"S41D123_a"	"LY"	"IMG_3956.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	4	7	1	0	1	0	0	0	NA	"S41D123_a_LY"	"2/29/16"	2016-04-12	43	"a"	24	6	4	7	1	0	1	0	0	0	""	""	""	""	"S41D123_a_LY"
"S37D110_a"	"LY"	"IMG_3957.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	24	6	2	6	6	0	0	0	0	0	NA	"S37D110_a_LY"	"3/15/16"	2016-04-12	28	"a"	24	6	2	6	6	0	0	0	0	0	""	""	""	""	"S37D110_a_LY"
"S49D146_b"	"LY"	"IMG_3958.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	24	6	4	4	2	0	0	0	0	0	NA	"S49D146_b_LY"	"3/28/16"	2016-04-12	15	"b"	24	6	4	4	2	0	0	0	0	0	""	""	""	""	"S49D146_b_LY"
"S1D2_a"	"LY"	"IMG_3959.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	16	6	2	9	10	0	0	0	0	0	NA	"S1D2_a_LY"	"3/8/16"	2016-04-12	35	"a"	16	6	2	9	10	0	0	0	0	0	""	""	""	""	"S1D2_a_LY"
"S47D139_b"	"LY"	"IMG_3960.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	20	6	2	6	8	0	0	0	0	0	NA	"S47D139_b_LY"	"3/15/16"	2016-04-12	28	"b"	20	6	2	6	8	0	0	0	0	0	""	""	""	""	"S47D139_b_LY"
"S11D33_b"	"LY"	"IMG_3961.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	18	6	1	8	6	0	0	0	0	0	NA	"S11D33_b_LY"	"3/21/16"	2016-04-12	22	"b"	18	6	1	8	6	0	0	0	0	0	""	""	""	""	"S11D33_b_LY"
"S1D3_a"	"LY"	"IMG_3962.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	24	6	2	3	8	0	0	0	0	0	NA	"S1D3_a_LY"	"3/2/16"	2016-04-12	41	"a"	24	6	2	3	8	0	0	0	0	0	""	""	""	""	"S1D3_a_LY"
"S33D98_a"	"LY"	"IMG_3963.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	19	6	4	4	1	0	0	0	0	0	NA	"S33D98_a_LY"	"3/5/16"	2016-04-12	38	"a"	19	6	4	4	1	0	0	0	0	0	""	""	""	""	"S33D98_a_LY"
"S49D147_b"	"LY"	"IMG_3964.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	24	6	4	7	3	0	0	0	0	0	NA	"S49D147_b_LY"	"3/21/16"	2016-04-12	22	"b"	24	6	4	7	3	0	0	0	0	0	""	""	""	""	"S49D147_b_LY"
"S57D169_a"	"LY"	"IMG_3965.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"a"	15	6	1	8	5	0	0	0	0	0	NA	"S57D169_a_LY"	"3/28/16"	2016-04-12	15	"a"	15	6	1	8	5	0	0	0	0	0	""	""	""	""	"S57D169_a_LY"
"S3D7_a"	"LY"	"IMG_3966.JPG"	NA	NA	NA	NA	2016-02-26	2016-04-12	46	"a"	24	6	1	5	9	0	0	0	0	0	NA	"S3D7_a_LY"	"2/26/16"	2016-04-12	46	"a"	24	6	1	5	9	0	0	0	0	0	""	""	""	""	"S3D7_a_LY"
"S29D86_a"	"LY"	"IMG_3967.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	16	6	2	6	5	0	0	0	0	0	NA	"S29D86_a_LY"	"3/15/16"	2016-04-12	28	"a"	16	6	2	6	5	0	0	0	0	0	""	""	""	""	"S29D86_a_LY"
"S17D49_a"	"LY"	"IMG_4242.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"a"	24	6	4	1	1	0	0	0	0	0	NA	"S17D49_a_LY"	"3/21/16"	2016-04-12	22	"a"	24	6	4	1	1	0	0	0	0	0	""	""	""	""	"S17D49_a_LY"
"S13D37_a"	"LY"	"IMG_4243.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	21	6	4	1	3	2	0	0	0	0	NA	"S13D37_a_LY"	"2/29/16"	2016-04-12	43	"a"	21	6	4	1	3	2	0	0	0	0	""	""	""	""	"S13D37_a_LY"
"S17D50_a"	"LY"	"IMG_4244.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	3	9	0	0	0	0	0	NA	"S17D50_a_LY"	"3/8/16"	2016-04-12	35	"a"	24	6	2	3	9	0	0	0	0	0	""	""	""	""	"S17D50_a_LY"
"S1D3_b"	"LY"	"IMG_4245.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	16	6	2	3	7	0	0	0	0	0	NA	"S1D3_b_LY"	"3/11/16"	2016-04-12	32	"b"	16	6	2	3	7	0	0	0	0	0	""	""	""	""	"S1D3_b_LY"
"S57D171_b"	"LY"	"IMG_4246.JPG"	"yes"	479	NA	NA	2016-03-21	2016-04-12	22	"b"	16	6	3	1	9	0	0	0	0	0	NA	"S57D171_b_LY"	"3/21/16"	2016-04-12	22	"b"	16	6	3	1	9	0	0	0	0	0	""	""	""	""	"S57D171_b_LY"
"S21D63_a"	"LY"	"IMG_4247.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	22	6	4	1	2	0	0	0	0	0	NA	"S21D63_a_LY"	"3/8/16"	2016-04-12	35	"a"	22	6	4	1	2	0	0	0	0	0	""	""	""	""	"S21D63_a_LY"
