"fID"	"treat"	"camera_id"	"handcounted"	"handcount"	"test_case"	"visually_recheck"	"setDate.x"	"flipDate.x"	"days.x"	"repl.x"	"NstartF.x"	"NstartM.x"	"box.x"	"ccoord.x"	"rcoord.x"	"deadF.x"	"deadM "	"cens.x"	"carriedF.x"	"carriedM.x"	"NA"	"id.x"	"setDate.y"	"flipDate.y"	"days.y"	"repl.y"	"NstartF.y"	"NstartM.y"	"box.y"	"ccoord.y"	"rcoord.y"	"deadF.y"	"deadM"	"cens.y"	"carriedF.y"	"carriedM.y"	"censSex"	"notes"	"flipper"	"time"	"id.y"
"S1D1_a"	"STD"	"IMG_3429.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	19	6	1	6	3	2	0	0	0	0	NA	"S1D1_a_STD"	"3/8/16"	2016-04-12	35	"a"	19	6	1	6	3	2	0	0	0	0	""	""	""	""	"S1D1_a_STD"
"S11D33_a"	"STD"	"IMG_3430.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	1	6	5	0	0	0	0	0	NA	"S11D33_a_STD"	"3/8/16"	2016-04-12	35	"a"	24	6	1	6	5	0	0	0	0	0	""	""	""	""	"S11D33_a_STD"
"S53D158_a"	"STD"	"IMG_3431.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"a"	22	6	1	6	4	0	0	0	0	0	NA	"S53D158_a_STD"	"3/21/16"	2016-04-12	22	"a"	22	6	1	6	4	0	0	0	0	0	""	""	""	""	"S53D158_a_STD"
"S23D67_a"	"STD"	"IMG_3432.JPG"	"yes"	541	NA	NA	2016-03-15	2016-04-12	28	"a"	16	6	1	6	6	0	0	0	0	0	NA	"S23D67_a_STD"	"3/15/16"	2016-04-12	28	"a"	16	6	1	6	6	0	0	0	0	0	""	""	""	""	"S23D67_a_STD"
"S21D63_b"	"STD"	"IMG_3433.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"b"	18	6	1	6	8	0	0	0	0	0	NA	"S21D63_b_STD"	"3/2/16"	2016-04-12	41	"b"	18	6	1	6	8	0	0	0	0	0	""	""	""	""	"S21D63_b_STD"
"S19D55_b"	"STD"	"IMG_3434.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	23	6	1	6	7	0	0	0	0	0	NA	"S19D55_b_STD"	"3/8/16"	2016-04-12	35	"b"	23	6	1	6	7	0	0	0	0	0	""	""	""	""	"S19D55_b_STD"
"S17D50_a"	"STD"	"IMG_3435.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	1	6	2	0	0	0	0	0	NA	"S17D50_a_STD"	"2/29/16"	2016-04-12	43	"a"	24	6	1	6	2	0	0	0	0	0	""	""	""	""	"S17D50_a_STD"
"S37D111_a"	"STD"	"IMG_3436.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	20	6	4	8	7	0	0	0	0	0	NA	"S37D111_a_STD"	"3/11/16"	2016-04-12	32	"a"	20	6	4	8	7	0	0	0	0	0	""	""	""	""	"S37D111_a_STD"
"S49D147_a"	"STD"	"IMG_3437.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	20	6	4	8	10	0	0	0	0	0	NA	"S49D147_a_STD"	"3/8/16"	2016-04-12	35	"a"	20	6	4	8	10	0	0	0	0	0	""	""	""	""	"S49D147_a_STD"
"S37D110_a"	"STD"	"IMG_3438.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	24	6	4	8	8	0	0	0	0	0	NA	"S37D110_a_STD"	"3/15/16"	2016-04-12	28	"a"	24	6	4	8	8	0	0	0	0	0	""	""	""	""	"S37D110_a_STD"
"S23D68_b"	"STD"	"IMG_3439.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	24	6	4	5	9	0	0	0	0	0	NA	"S23D68_b_STD"	"3/28/16"	2016-04-12	15	"b"	24	6	4	5	9	0	0	0	0	0	""	""	""	""	"S23D68_b_STD"
"S25D73_a"	"STD"	"IMG_3440.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	24	6	4	5	7	0	0	0	0	0	NA	"S25D73_a_STD"	"3/5/16"	2016-04-12	38	"a"	24	6	4	5	7	0	0	0	0	0	""	""	""	""	"S25D73_a_STD"
"S23D69_a"	"STD"	"IMG_3441.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	1	9	9	0	0	0	0	0	NA	"S23D69_a_STD"	"3/8/16"	2016-04-12	35	"a"	24	6	1	9	9	0	0	0	0	0	""	""	""	""	"S23D69_a_STD"
"S61D181_a"	"STD"	"IMG_3442.JPG"	"yes"	1134	NA	NA	2016-03-05	2016-04-12	38	"a"	18	6	1	9	7	0	0	0	0	0	NA	"S61D181_a_STD"	"3/5/16"	2016-04-12	38	"a"	18	6	1	9	7	0	0	0	0	0	""	""	""	""	"S61D181_a_STD"
"S19D56_b"	"STD"	"IMG_3443.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	19	6	2	1	8	1	0	0	0	0	NA	"S19D56_b_STD"	"3/21/16"	2016-04-12	22	"b"	19	6	2	1	8	1	0	0	0	0	""	""	""	""	"S19D56_b_STD"
"S57D169_a"	"STD"	"IMG_3444.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	20	"a"	24	6	2	1	9	0	0	0	0	0	NA	"S57D169_a_STD"	"3/8/16"	2016-04-12	20	"a"	24	6	2	1	9	0	0	0	0	0	""	""	""	""	"S57D169_a_STD"
"S11D31_a"	"STD"	"IMG_3445.JPG"	NA	NA	NA	NA	2016-03-31	2016-04-12	12	"a"	14	6	2	4	1	0	0	0	0	0	NA	"S11D31_a_STD"	"3/31/16"	2016-04-12	12	"a"	14	6	2	4	1	0	0	0	0	0	""	""	""	""	"S11D31_a_STD"
"S61D183_b"	"STD"	"IMG_3446.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	24	6	2	1	10	0	0	0	0	0	NA	"S61D183_b_STD"	"3/28/16"	2016-04-12	15	"b"	24	6	2	1	10	0	0	0	0	0	""	""	""	""	"S61D183_b_STD"
"S25D73_b"	"STD"	"IMG_3447.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	18	6	2	4	5	0	0	0	0	0	NA	"S25D73_b_STD"	"3/15/16"	2016-04-12	28	"b"	18	6	2	4	5	0	0	0	0	0	""	""	""	""	"S25D73_b_STD"
"S57D171_a"	"STD"	"IMG_3448.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"a"	17	6	2	4	7	0	0	0	0	0	NA	"S57D171_a_STD"	"3/21/16"	2016-04-12	22	"a"	17	6	2	4	7	0	0	0	0	0	""	""	""	""	"S57D171_a_STD"
"S5D14_a"	"STD"	"IMG_3449.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	2	4	6	0	0	0	0	0	NA	"S5D14_a_STD"	"3/8/16"	2016-04-12	35	"a"	18	6	2	4	6	0	0	0	0	0	""	""	""	""	"S5D14_a_STD"
"S27D79_a"	"STD"	"IMG_3450.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	4	8	0	0	0	0	0	NA	"S27D79_a_STD"	"3/8/16"	2016-04-12	35	"a"	24	6	2	4	8	0	0	0	0	0	""	""	""	""	"S27D79_a_STD"
"S9D25_a"	"STD"	"IMG_3451.JPG"	NA	NA	NA	NA	2016-02-26	2016-04-12	46	"a"	24	6	2	4	10	1	0	0	0	0	NA	"S9D25_a_STD"	"2/26/16"	2016-04-12	46	"a"	24	6	2	4	10	1	0	0	0	0	""	""	""	""	"S9D25_a_STD"
"S11D32_a"	"STD"	"IMG_3452.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	2	4	9	0	0	0	0	0	NA	"S11D32_a_STD"	"2/29/16"	2016-04-12	43	"a"	24	6	2	4	9	0	0	0	0	0	""	""	""	""	"S11D32_a_STD"
"S13D38_a"	"STD"	"IMG_3453.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	23	6	1	9	1	0	0	0	0	0	NA	"S13D38_a_STD"	"3/11/16"	2016-04-12	32	"a"	23	6	1	9	1	0	0	0	0	0	""	""	""	""	"S13D38_a_STD"
"S29D86_a"	"STD"	"IMG_3454.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	19	6	3	2	8	1	0	0	0	0	NA	"S29D86_a_STD"	"3/11/16"	2016-04-12	32	"a"	19	6	3	2	8	1	0	0	0	0	""	""	""	""	"S29D86_a_STD"
"S57D169_b"	"STD"	"IMG_3455.JPG"	NA	NA	NA	NA	2016-03-31	2016-04-12	12	"b"	20	6	3	2	9	0	0	0	0	0	NA	"S57D169_b_STD"	"3/31/16"	2016-04-12	12	"b"	20	6	3	2	9	0	0	0	0	0	""	""	""	""	"S57D169_b_STD"
"S33D97_b"	"STD"	"IMG_3456.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	17	6	3	2	10	0	0	0	0	0	NA	"S33D97_b_STD"	"3/15/16"	2016-04-12	28	"b"	17	6	3	2	10	0	0	0	0	0	""	""	""	""	"S33D97_b_STD"
"S27D80_a"	"STD"	"IMG_3457.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	18	6	4	8	5	0	0	0	0	0	NA	"S27D80_a_STD"	"3/11/16"	2016-04-12	32	"a"	18	6	4	8	5	0	0	0	0	0	""	""	""	""	"S27D80_a_STD"
"S49D146_a"	"STD"	"IMG_3458.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	19	6	4	8	1	0	0	0	0	0	NA	"S49D146_a_STD"	"3/15/16"	2016-04-12	28	"a"	19	6	4	8	1	0	0	0	0	0	""	""	""	""	"S49D146_a_STD"
"S45D134_a"	"STD"	"IMG_3459.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"a"	24	6	4	8	3	0	0	0	0	0	NA	"S45D134_a_STD"	"3/24/16"	2016-04-12	19	"a"	24	6	4	8	3	0	0	0	0	0	""	""	""	""	"S45D134_a_STD"
"S31D91_b"	"STD"	"IMG_3460.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	4	8	4	0	0	0	0	0	NA	"S31D91_b_STD"	"3/15/16"	2016-04-12	28	"b"	24	6	4	8	4	0	0	0	0	0	""	""	""	""	"S31D91_b_STD"
"S27D81_b"	"STD"	"IMG_3461.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	16	6	4	8	2	0	0	0	0	0	NA	"S27D81_b_STD"	"3/24/16"	2016-04-12	19	"b"	16	6	4	8	2	0	0	0	0	0	""	""	""	""	"S27D81_b_STD"
"S49D147_b"	"STD"	"IMG_3462.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	21	6	4	8	6	0	0	0	0	0	NA	"S49D147_b_STD"	"3/24/16"	2016-04-12	19	"b"	21	6	4	8	6	0	0	0	0	0	""	""	""	""	"S49D147_b_STD"
"S59D176_a"	"STD"	"IMG_3463.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	1	9	8	0	0	0	0	0	NA	"S59D176_a_STD"	"3/8/16"	2016-04-12	35	"a"	18	6	1	9	8	0	0	0	0	0	""	""	""	""	"S59D176_a_STD"
"S1D3_b"	"STD"	"IMG_3464.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	1	9	10	0	0	0	0	0	NA	"S1D3_b_STD"	"3/15/16"	2016-04-12	28	"b"	24	6	1	9	10	0	0	0	0	0	""	""	""	""	"S1D3_b_STD"
"S53D157_b"	"STD"	"IMG_3465.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	16	6	2	1	5	0	0	0	0	0	NA	"S53D157_b_STD"	"3/28/16"	2016-04-12	15	"b"	16	6	2	1	5	0	0	0	0	0	""	""	""	""	"S53D157_b_STD"
"S59D175_a"	"STD"	"IMG_3466.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	20	6	2	1	6	1	0	0	0	0	NA	"S59D175_a_STD"	"3/15/16"	2016-04-12	28	"a"	20	6	2	1	6	1	0	0	0	0	""	""	""	""	"S59D175_a_STD"
"S1D2_a"	"STD"	"IMG_3467.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	20	6	2	1	7	0	0	0	0	0	NA	"S1D2_a_STD"	"3/5/16"	2016-04-12	38	"a"	20	6	2	1	7	0	0	0	0	0	""	""	""	""	"S1D2_a_STD"
"S7D19_b"	"STD"	"IMG_3468.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	1	9	5	0	0	0	0	0	NA	"S7D19_b_STD"	"3/24/16"	2016-04-12	19	"b"	24	6	1	9	5	0	0	0	0	0	""	""	""	""	"S7D19_b_STD"
"S13D39_a"	"STD"	"IMG_3469.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	15	6	2	4	4	0	0	0	0	0	NA	"S13D39_a_STD"	"3/11/16"	2016-04-12	32	"a"	15	6	2	4	4	0	0	0	0	0	""	""	""	""	"S13D39_a_STD"
"S17D49_b"	"STD"	"IMG_3470.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	24	6	2	4	2	0	0	0	0	0	NA	"S17D49_b_STD"	"3/8/16"	2016-04-12	35	"b"	24	6	2	4	2	0	0	0	0	0	""	""	""	""	"S17D49_b_STD"
"S23D69_b"	"STD"	"IMG_3471.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	1	9	4	0	0	0	0	0	NA	"S23D69_b_STD"	"3/15/16"	2016-04-12	28	"b"	24	6	1	9	4	0	0	0	0	0	""	""	""	""	"S23D69_b_STD"
"S5D14_b"	"STD"	"IMG_3472.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	17	6	2	4	3	0	0	0	0	0	NA	"S5D14_b_STD"	"3/11/16"	2016-04-12	32	"b"	17	6	2	4	3	0	0	0	0	0	""	""	""	""	"S5D14_b_STD"
"S33D99_b"	"STD"	"IMG_3473.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	17	5	1	9	6	0	0	0	0	0	NA	"S33D99_b_STD"	"3/28/16"	2016-04-12	15	"b"	17	5	1	9	6	0	0	0	0	0	""	""	""	""	"S33D99_b_STD"
"S25D75_a"	"STD"	"IMG_3474.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	18	6	1	9	2	0	0	0	0	0	"repl b"	"S25D75_a_STD"	"3/2/16"	2016-04-12	41	"a"	18	6	1	9	2	0	0	0	0	0	""	""	""	""	"S25D75_a_STD"
"S5D15_a"	"STD"	"IMG_3475.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	21	6	1	3	1	0	0	0	0	0	NA	"S5D15_a_STD"	"3/5/16"	2016-04-12	38	"a"	21	6	1	3	1	0	0	0	0	0	""	""	""	""	"S5D15_a_STD"
"S47D141_a"	"STD"	"IMG_3476.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	17	6	1	9	3	0	0	0	0	0	NA	"S47D141_a_STD"	"3/8/16"	2016-04-12	35	"a"	17	6	1	9	3	0	0	0	0	0	""	""	""	""	"S47D141_a_STD"
"S35D103_a"	"HS"	"IMG_3514.JPG"	"yes"	6	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	4	3	10	0	0	0	0	0	"no repl id"	"S35D103_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	4	3	10	0	0	0	0	0	""	""	""	""	"S35D103_a_HS"
"S53D159_a"	"HS"	"IMG_3515.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	21	5	1	1	9	0	0	0	0	0	NA	"S53D159_a_HS"	"3/15/16"	2016-04-12	28	"a"	21	5	1	1	9	0	0	0	0	0	""	""	""	""	"S53D159_a_HS"
"S59D175_a"	"HS"	"IMG_3516.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	20	6	1	10	10	1	0	0	1	0	NA	"S59D175_a_HS"	"3/5/16"	2016-04-12	38	"a"	20	6	1	10	10	1	0	0	1	0	""	""	""	""	"S59D175_a_HS"
"S1D1_b"	"HS"	"IMG_3517.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	24	6	4	9	7	0	0	0	0	0	NA	"S1D1_b_HS"	"3/8/16"	2016-04-12	35	"b"	24	6	4	9	7	0	0	0	0	0	""	""	""	""	"S1D1_b_HS"
"S41D121_b"	"HS"	"IMG_3518.JPG"	"yes"	141	NA	NA	2016-03-11	2016-04-12	32	"b"	15	6	1	4	10	0	0	0	0	0	NA	"S41D121_b_HS"	"3/11/16"	2016-04-12	32	"b"	15	6	1	4	10	0	0	0	0	0	""	""	""	""	"S41D121_b_HS"
"S61D182_a"	"HS"	"IMG_3519.JPG"	"yes"	100	NA	NA	2016-03-08	2016-04-12	35	"a"	17	6	3	3	1	0	0	0	0	0	NA	"S61D182_a_HS"	"3/8/16"	2016-04-12	35	"a"	17	6	3	3	1	0	0	0	0	0	""	""	""	""	"S61D182_a_HS"
"S23D68_a"	"HS"	"IMG_3520.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	22	6	1	1	10	0	0	0	0	0	NA	"S23D68_a_HS"	"3/5/16"	2016-04-12	38	"a"	22	6	1	1	10	0	0	0	0	0	""	""	""	""	"S23D68_a_HS"
"S37D110_b"	"HS"	"IMG_3521.JPG"	"yes"	17	NA	NA	2016-03-11	2016-04-12	32	"b"	24	6	3	6	10	1	0	0	0	0	NA	"S37D110_b_HS"	"3/11/16"	2016-04-12	32	"b"	24	6	3	6	10	1	0	0	0	0	""	""	""	""	"S37D110_b_HS"
"S13D37_a"	"HS"	"IMG_3522.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	24	6	1	7	10	1	0	0	0	0	NA	"S13D37_a_HS"	"3/11/16"	2016-04-12	32	"a"	24	6	1	7	10	1	0	0	0	0	""	""	""	""	"S13D37_a_HS"
"S35D103_b"	"HS"	"IMG_3523.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	16	6	2	5	10	1	0	0	0	0	NA	"S35D103_b_HS"	"3/8/16"	2016-04-12	35	"b"	16	6	2	5	10	1	0	0	0	0	""	""	""	""	"S35D103_b_HS"
"S53D158_a"	"HS"	"IMG_3524.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	19	6	2	8	4	0	0	0	0	0	NA	"S53D158_a_HS"	"3/11/16"	2016-04-12	32	"a"	19	6	2	8	4	0	0	0	0	0	""	""	""	""	"S53D158_a_HS"
"S47D139_b"	"HS"	"IMG_3525.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	17	6	4	3	2	0	0	0	0	0	NA	"S47D139_b_HS"	"3/21/16"	2016-04-12	22	"b"	17	6	4	3	2	0	0	0	0	0	""	""	""	""	"S47D139_b_HS"
"S61D183_a"	"HS"	"IMG_3526.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	24	6	1	4	8	0	0	0	0	0	NA	"S61D183_a_HS"	"3/15/16"	2016-04-12	28	"a"	24	6	1	4	8	0	0	0	0	0	""	""	""	""	"S61D183_a_HS"
"S13D37_b"	"HS"	"IMG_3527.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	23	6	2	8	7	0	0	0	0	0	NA	"S13D37_b_HS"	"3/21/16"	2016-04-12	22	"b"	23	6	2	8	7	0	0	0	0	0	""	""	""	""	"S13D37_b_HS"
"S41D121_a"	"HS"	"IMG_3528.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	21	6	4	3	3	0	0	0	0	0	NA	"S41D121_a_HS"	"3/2/16"	2016-04-12	41	"a"	21	6	4	3	3	0	0	0	0	0	""	""	""	""	"S41D121_a_HS"
"S47D141_a"	"HS"	"IMG_3529.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"a"	24	6	4	3	7	0	0	0	0	0	NA	"S47D141_a_HS"	"3/24/16"	2016-04-12	19	"a"	24	6	4	3	7	0	0	0	0	0	""	""	""	""	"S47D141_a_HS"
"S37D111_a"	"HS"	"IMG_3530.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"a"	16	6	4	6	1	0	0	0	0	0	NA	"S37D111_a_HS"	"3/24/16"	2016-04-12	19	"a"	16	6	4	6	1	0	0	0	0	0	""	""	""	""	"S37D111_a_HS"
"S27D81_b"	"HS"	"IMG_3531.JPG"	"yes"	28	NA	NA	2016-03-11	2016-04-12	32	"b"	21	6	3	6	9	0	0	0	0	0	NA	"S27D81_b_HS"	"3/11/16"	2016-04-12	32	"b"	21	6	3	6	9	0	0	0	0	0	""	""	""	""	"S27D81_b_HS"
"S45D135_b"	"HS"	"IMG_3532.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	23	6	4	3	5	0	1	0	0	0	NA	"S45D135_b_HS"	"3/11/16"	2016-04-12	32	"b"	23	6	4	3	5	0	1	0	0	0	""	""	""	""	"S45D135_b_HS"
"S17D50_b"	"HS"	"IMG_3533.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	21	6	2	8	8	0	0	0	0	0	NA	"S17D50_b_HS"	"3/24/16"	2016-04-12	19	"b"	21	6	2	8	8	0	0	0	0	0	""	""	""	""	"S17D50_b_HS"
"S55D163_a"	"HS"	"IMG_3534.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	16	6	2	5	9	0	0	0	0	0	NA	"S55D163_a_HS"	"3/8/16"	2016-04-12	35	"a"	16	6	2	5	9	0	0	0	0	0	""	""	""	""	"S55D163_a_HS"
"S19D55_a"	"HS"	"IMG_3535.JPG"	NA	NA	NA	NA	2016-02-26	2016-04-12	46	"a"	24	6	2	2	3	0	0	0	0	0	NA	"S19D55_a_HS"	"2/26/16"	2016-04-12	46	"a"	24	6	2	2	3	0	0	0	0	0	""	""	""	""	"S19D55_a_HS"
"S17D49_b"	"HS"	"IMG_3536.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	1	10	9	0	0	0	0	0	NA	"S17D49_b_HS"	"3/24/16"	2016-04-12	19	"b"	24	6	1	10	9	0	0	0	0	0	""	""	""	""	"S17D49_b_HS"
"S49D147_b"	"HS"	"IMG_3537.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	1	4	9	0	0	0	0	0	NA	"S49D147_b_HS"	"3/15/16"	2016-04-12	28	"b"	24	6	1	4	9	0	0	0	0	0	""	""	""	""	"S49D147_b_HS"
"S21D63_a"	"HS"	"IMG_3538.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	18	6	2	5	7	0	1	0	0	0	NA	"S21D63_a_HS"	"3/11/16"	2016-04-12	32	"a"	18	6	2	5	7	0	1	0	0	0	""	""	""	""	"S21D63_a_HS"
"S45D135_a"	"HS"	"IMG_3539.JPG"	"yes"	2	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	3	3	4	1	0	0	1	0	NA	"S45D135_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	3	3	4	1	0	0	1	0	""	""	""	""	"S45D135_a_HS"
"S33D97_a"	"HS"	"IMG_3540.JPG"	"yes"	221	NA	NA	2016-03-15	2016-04-12	28	"a"	17	6	1	4	7	0	0	0	0	0	NA	"S33D97_a_HS"	"3/15/16"	2016-04-12	28	"a"	17	6	1	4	7	0	0	0	0	0	""	""	""	""	"S33D97_a_HS"
"S57D169_a"	"HS"	"IMG_3541.JPG"	"yes"	838	NA	NA	2016-03-24	2016-04-12	19	"a"	21	6	2	8	10	0	0	0	0	0	NA	"S57D169_a_HS"	"3/24/16"	2016-04-12	19	"a"	21	6	2	8	10	0	0	0	0	0	""	""	""	""	"S57D169_a_HS"
"S25D73_a"	"HS"	"IMG_3542.JPG"	"yes"	864	NA	NA	2016-03-28	2016-04-12	15	"a"	24	6	1	10	8	0	0	0	0	0	NA	"S25D73_a_HS"	"3/28/16"	2016-04-12	15	"a"	24	6	1	10	8	0	0	0	0	0	""	""	""	""	"S25D73_a_HS"
"S13D39_a"	"HS"	"IMG_3543.JPG"	"yes"	60	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	1	1	7	0	0	0	0	0	NA	"S13D39_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	1	1	7	0	0	0	0	0	""	""	""	""	"S13D39_a_HS"
"S31D91_b"	"HS"	"IMG_3544.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	24	6	4	3	8	0	0	0	0	0	NA	"S31D91_b_HS"	"3/28/16"	2016-04-12	15	"b"	24	6	4	3	8	0	0	0	0	0	""	""	""	""	"S31D91_b_HS"
"S1D2_b"	"HS"	"IMG_3545.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	15	6	2	2	2	1	0	0	0	0	NA	"S1D2_b_HS"	"3/15/16"	2016-04-12	28	"b"	15	6	2	2	2	1	0	0	0	0	""	""	""	""	"S1D2_b_HS"
"S31D93_b"	"HS"	"IMG_3546.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	15	6	2	5	8	0	0	0	0	0	NA	"S31D93_b_HS"	"3/24/16"	2016-04-12	19	"b"	15	6	2	5	8	0	0	0	0	0	""	""	""	""	"S31D93_b_HS"
"S25D75_a"	"HS"	"IMG_3547.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	15	6	1	7	8	0	0	0	0	0	NA	"S25D75_a_HS"	"3/8/16"	2016-04-12	35	"a"	15	6	1	7	8	0	0	0	0	0	""	""	""	""	"S25D75_a_HS"
"S23D68_b"	"HS"	"IMG_3548.JPG"	"yes"	688	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	3	3	3	0	0	0	0	0	NA	"S23D68_b_HS"	"3/24/16"	2016-04-12	19	"b"	24	6	3	3	3	0	0	0	0	0	""	""	""	""	"S23D68_b_HS"
"S47D139_a"	"HS"	"IMG_3549.JPG"	"yes"	9	NA	NA	2016-03-05	2016-04-12	38	"a"	17	6	2	5	6	1	1	0	0	0	NA	"S47D139_a_HS"	"3/5/16"	2016-04-12	38	"a"	17	6	2	5	6	1	1	0	0	0	""	""	""	""	"S47D139_a_HS"
"S55D165_a"	"HS"	"IMG_3550.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"a"	18	6	4	9	3	0	0	0	0	0	NA	"S55D165_a_HS"	"3/21/16"	2016-04-12	22	"a"	18	6	4	9	3	0	0	0	0	0	""	""	""	""	"S55D165_a_HS"
"S3D9_b"	"HS"	"IMG_3551.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	17	6	1	7	6	0	0	0	0	0	NA	"S3D9_b_HS"	"3/11/16"	2016-04-12	32	"b"	17	6	1	7	6	0	0	0	0	0	""	""	""	""	"S3D9_b_HS"
"S57D170_a"	"HS"	"IMG_3552.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	18	6	2	5	5	0	0	0	0	0	NA	"S57D170_a_HS"	"3/11/16"	2016-04-12	32	"a"	18	6	2	5	5	0	0	0	0	0	""	""	""	""	"S57D170_a_HS"
"S59D177_a"	"HS"	"IMG_3553.JPG"	"yes"	37	NA	NA	2016-03-08	2016-04-12	35	"a"	21	6	3	3	5	1	0	0	0	0	NA	"S59D177_a_HS"	"3/8/16"	2016-04-12	35	"a"	21	6	3	3	5	1	0	0	0	0	""	""	""	""	"S59D177_a_HS"
